storm_id,storm_name,year,fulldate,time,lat_center,lon_center,max_sus_wind_speed,
2002264N28308,KYLE,2002,20020928,2100,26.9074,-63.4198,47,
2002264N28308,KYLE,2002,20020929,0000,27.1,-63.7,45,
2002264N28308,KYLE,2002,20020929,0300,27.1427,-64.0653,42,
2002264N28308,KYLE,2002,20020929,0600,27.2,-64.4,40,
2002264N28308,KYLE,2002,20020929,0900,27.4274,-64.6024,40,
2002264N28308,KYLE,2002,20020929,1200,27.7,-64.7,40,
2002264N28308,KYLE,2002,20020929,1500,27.8925,-64.7301,40,
2002264N28308,KYLE,2002,20020929,1800,28.1,-64.7,40,
2002264N28308,KYLE,2002,20020929,2100,28.4,-64.6427,40,
2002264N28308,KYLE,2002,20020930,0000,28.7,-64.6,40,
2002264N28308,KYLE,2002,20020930,0300,28.9523,-64.5824,37,
2002264N28308,KYLE,2002,20020930,0600,29.1,-64.7,35,
2002264N28308,KYLE,2002,20020930,0900,29.1698,-65.0163,35,
2002264N28308,KYLE,2002,20020930,1200,29,-65.5,35,
2002264N28308,KYLE,2002,20020930,1500,28.3633,-66.1556,32,
2002264N28308,KYLE,2002,20020930,1800,27.8,-66.7,30,
2002264N28308,KYLE,2002,20020930,2100,27.8871,-66.8389,30,
2002264N28308,KYLE,2002,20021001,0000,28.2,-66.8,30,
2002264N28308,KYLE,2002,20021001,0300,28.38,-66.7776,30,
2002264N28308,KYLE,2002,20021001,0600,28.5,-66.8,30,
2002264N28308,KYLE,2002,20021001,0900,28.5226,-66.9775,32,
2002264N28308,KYLE,2002,20021001,1200,28.5,-67.2,35,
2002264N28308,KYLE,2002,20021001,1500,28.5075,-67.365,37,
2002264N28308,KYLE,2002,20021001,1800,28.5,-67.5,40,
2002264N28308,KYLE,2002,20021001,2100,28.4425,-67.615,42,
2002264N28308,KYLE,2002,20021002,0000,28.4,-67.7,45,
2002264N28308,KYLE,2002,20021002,0300,28.42,-67.7799,45,
2002264N28308,KYLE,2002,20021002,0600,28.5,-67.8,45,
2002264N28308,KYLE,2002,20021002,0900,28.6424,-67.76,47,
2002264N28308,KYLE,2002,20021002,1200,28.8,-67.6,50,
2002264N28308,KYLE,2002,20021002,1500,28.9154,-67.2502,52,
2002264N28308,KYLE,2002,20021002,1800,29,-66.9,55,
2002264N28308,KYLE,2002,20021002,2100,29.0723,-66.7549,55,
2002264N28308,KYLE,2002,20021003,0000,29.1,-66.7,55,
2002264N28308,KYLE,2002,20021003,0300,29.0574,-66.5899,55,
2002264N28308,KYLE,2002,20021003,0600,29,-66.6,55,
2002264N28308,KYLE,2002,20021003,0900,28.9702,-66.8552,52,
2002264N28308,KYLE,2002,20021003,1200,29,-67.2,50,
2002264N28308,KYLE,2002,20021003,1500,29.1425,-67.4723,47,
2002264N28308,KYLE,2002,20021003,1800,29.3,-67.7,45,
2002264N28308,KYLE,2002,20021003,2100,29.3574,-67.8577,45,
2002264N28308,KYLE,2002,20021004,0000,29.4,-68,45,
2002264N28308,KYLE,2002,20021004,0300,29.4696,-68.1405,40,
2002264N28308,KYLE,2002,20021004,0600,29.6,-68.4,35,
2002264N28308,KYLE,2002,20021004,0900,29.8281,-68.927,35,
2002264N28308,KYLE,2002,20021004,1200,30.1,-69.5,35,
2002264N28308,KYLE,2002,20021004,1500,30.3496,-69.8804,35,
2002264N28308,KYLE,2002,20021004,1800,30.6,-70.2,35,
2002264N28308,KYLE,2002,20021004,2100,30.8499,-70.5502,35,
2002264N28308,KYLE,2002,20021005,0000,31.1,-70.9,35,
2002264N28308,KYLE,2002,20021005,0300,31.3352,-71.3246,32,
2002264N28308,KYLE,2002,20021005,0600,31.6,-71.6,30,
2002264N28308,KYLE,2002,20021005,0900,31.9424,-71.5405,30,
2002264N28308,KYLE,2002,20021005,1200,32.3,-71.3,30,
2002264N28308,KYLE,2002,20021005,1500,32.6299,-71.08,30,
2002264N28308,KYLE,2002,20021005,1800,32.9,-70.8,30,
2002264N28308,KYLE,2002,20021005,2100,33.0652,-70.4423,30,
2002264N28308,KYLE,2002,20021006,0000,33.2,-70.1,30,
2002264N28308,KYLE,2002,20021006,0300,33.4449,-69.8476,30,
2002264N28308,KYLE,2002,20021006,0600,33.6,-69.7,30,
2002264N28308,KYLE,2002,20021006,0900,33.5174,-69.6699,32,
2002264N28308,KYLE,2002,20021006,1200,33.3,-69.7,35,
2002264N28308,KYLE,2002,20021006,1500,33.0425,-69.7,35,
2002264N28308,KYLE,2002,20021006,1800,32.8,-69.7,35,
2002264N28308,KYLE,2002,20021006,2100,32.6623,-69.6475,35,
2002264N28308,KYLE,2002,20021007,0000,32.6,-69.7,35,
2002264N28308,KYLE,2002,20021007,0300,32.5854,-70.0199,35,
2002264N28308,KYLE,2002,20021007,0600,32.6,-70.4,35,
2002264N28308,KYLE,2002,20021007,0900,32.5924,-70.645,35,
2002264N28308,KYLE,2002,20021007,1200,32.6,-70.8,35,
2002264N28308,KYLE,2002,20021007,1500,32.6574,-70.8725,35,
2002264N28308,KYLE,2002,20021007,1800,32.7,-70.9,35,
2002264N28308,KYLE,2002,20021007,2100,32.695,-70.9424,35,
2002264N28308,KYLE,2002,20021008,0000,32.6,-71,35,
2002264N28308,KYLE,2002,20021008,0300,32.395,-71.1001,35,
2002264N28308,KYLE,2002,20021008,0600,32.1,-71.2,35,
2002264N28308,KYLE,2002,20021008,0900,31.7649,-71.2195,35,
2002264N28308,KYLE,2002,20021008,1200,31.4,-71.3,35,
2002264N28308,KYLE,2002,20021008,1500,31.0652,-71.5702,32,
2002264N28308,KYLE,2002,20021008,1800,30.7,-71.9,30,
2002264N28308,KYLE,2002,20021008,2100,30.2572,-72.127,30,
2002264N28308,KYLE,2002,20021009,0000,29.8,-72.4,30,
2002264N28308,KYLE,2002,20021009,0300,29.3553,-72.8355,30,
2002264N28308,KYLE,2002,20021009,0600,29,-73.3,30,
2002264N28308,KYLE,2002,20021009,0900,28.8047,-73.6569,30,
2002264N28308,KYLE,2002,20021009,1200,28.7,-74,30,
2002264N28308,KYLE,2002,20021009,1500,28.5848,-74.3774,27,
2002264N28308,KYLE,2002,20021009,1800,28.5,-74.8,25,
2002264N28308,KYLE,2002,20021009,2100,28.4423,-75.2699,25,
2002264N28308,KYLE,2002,20021010,0000,28.4,-75.8,25,
2002264N28308,KYLE,2002,20021010,0300,28.335,-76.3927,25,
2002264N28308,KYLE,2002,20021010,0600,28.3,-77,25,
2002264N28308,KYLE,2002,20021010,0900,28.3044,-77.5354,25,
2002264N28308,KYLE,2002,20021010,1200,28.4,-78.1,25,
2002264N28308,KYLE,2002,20021010,1500,28.5906,-78.8297,27,
2002264N28308,KYLE,2002,20021010,1800,28.9,-79.5,30,
2002264N28308,KYLE,2002,20021010,2100,29.3194,-79.9104,30,
2002264N28308,KYLE,2002,20021011,0000,29.8,-80.2,30,
2002264N28308,KYLE,2002,20021011,0300,30.2351,-80.5597,32,
2002264N28308,KYLE,2002,20021011,0600,30.7,-80.8,35,
2002264N28308,KYLE,2002,20021011,0900,31.2066,-80.91,35,
2002264N28308,KYLE,2002,20021011,1200,31.8,-80.7,35,
2002264N28308,KYLE,2002,20021011,1500,32.5364,-80.0023,35,
2002264N28308,KYLE,2002,20021011,1700,33,-79.5,35,
2002264N28308,KYLE,2002,20021011,1800,33.2,-79.3,35,
2002264N28308,KYLE,2002,20021011,2100,33.7398,-78.6217,35,
2002264N28308,KYLE,2002,20021011,2200,33.9,-78.4,35,
2002264N28308,KYLE,2002,20021012,0000,34.2,-78,30,
2002264N28308,KYLE,2002,20021012,0300,34.7599,-77.0362,35,
2002264N28308,KYLE,2002,20021012,0600,35.4,-75.9,40,
2002264N28308,KYLE,2002,20021012,0900,36.051,-74.9353,40,
2002264N28308,KYLE,2002,20021012,1200,36.7,-74.1,40,
2002265N10315,LILI,2002,20020921,1800,10.2,-44.6,25,
2002265N10315,LILI,2002,20020921,2100,10.208,-45.5378,27,
2002265N10315,LILI,2002,20020922,0000,10.3,-46.5,30,
2002265N10315,LILI,2002,20020922,0300,10.5273,-47.4998,30,
2002265N10315,LILI,2002,20020922,0600,10.8,-48.5,30,
2002265N10315,LILI,2002,20020922,0900,10.9922,-49.4653,30,
2002265N10315,LILI,2002,20020922,1200,11.2,-50.4,30,
2002265N10315,LILI,2002,20020922,1500,11.5067,-51.2625,30,
2002265N10315,LILI,2002,20020922,1800,11.8,-52.2,30,
2002265N10315,LILI,2002,20020922,2100,11.9877,-53.3701,32,
2002265N10315,LILI,2002,20020923,0000,12.1,-54.6,35,
2002265N10315,LILI,2002,20020923,0300,12.1571,-55.7378,37,
2002265N10315,LILI,2002,20020923,0600,12.2,-56.8,40,
2002265N10315,LILI,2002,20020923,0900,12.2996,-57.7874,42,
2002265N10315,LILI,2002,20020923,1200,12.4,-58.7,45,
2002265N10315,LILI,2002,20020923,1500,12.4496,-59.5652,47,
2002265N10315,LILI,2002,20020923,1800,12.5,-60.4,50,
2002265N10315,LILI,2002,20020923,2100,12.5998,-61.2574,50,
2002265N10315,LILI,2002,20020924,0000,12.7,-62.1,50,
2002265N10315,LILI,2002,20020924,0300,12.7499,-62.9376,50,
2002265N10315,LILI,2002,20020924,0600,12.8,-63.7,50,
2002265N10315,LILI,2002,20020924,0900,12.8922,-64.3375,55,
2002265N10315,LILI,2002,20020924,1200,13,-64.9,60,
2002265N10315,LILI,2002,20020924,1500,13.0924,-65.4726,55,
2002265N10315,LILI,2002,20020924,1800,13.2,-66,50,
2002265N10315,LILI,2002,20020924,2100,13.3499,-66.4874,42,
2002265N10315,LILI,2002,20020925,0000,13.5,-66.9,35,
2002265N10315,LILI,2002,20020925,0300,13.5998,-67.2151,35,
2002265N10315,LILI,2002,20020925,0600,13.7,-67.5,35,
2002265N10315,LILI,2002,20020925,0900,13.85,-67.8425,37,
2002265N10315,LILI,2002,20020925,1200,14,-68.2,40,
2002265N10315,LILI,2002,20020925,1500,14.0999,-68.5351,40,
2002265N10315,LILI,2002,20020925,1800,14.2,-68.9,40,
2002265N10315,LILI,2002,20020925,2100,14.3349,-69.3126,37,
2002265N10315,LILI,2002,20020926,0000,14.5,-69.8,35,
2002265N10315,LILI,2002,20020926,0300,14.6925,-70.3775,35,
2002265N10315,LILI,2002,20020926,0600,14.9,-71,35,
2002265N10315,LILI,2002,20020926,0900,15.1076,-71.63,32,
2002265N10315,LILI,2002,20020926,1200,15.3,-72.2,30,
2002265N10315,LILI,2002,20020926,1500,15.4723,-72.6525,30,
2002265N10315,LILI,2002,20020926,1800,15.6,-73,30,
2002265N10315,LILI,2002,20020926,2100,15.6574,-73.2726,30,
2002265N10315,LILI,2002,20020927,0000,15.7,-73.5,30,
2002265N10315,LILI,2002,20020927,0300,15.7924,-73.7425,30,
2002265N10315,LILI,2002,20020927,0600,15.9,-74,30,
2002265N10315,LILI,2002,20020927,0900,15.97,-74.3076,32,
2002265N10315,LILI,2002,20020927,1200,16.1,-74.6,35,
2002265N10315,LILI,2002,20020927,1500,16.3625,-74.8374,37,
2002265N10315,LILI,2002,20020927,1800,16.7,-75,40,
2002265N10315,LILI,2002,20020927,2100,17.0874,-75.0427,42,
2002265N10315,LILI,2002,20020928,0000,17.4,-75.1,45,
2002265N10315,LILI,2002,20020928,0300,17.4577,-75.3725,45,
2002265N10315,LILI,2002,20020928,0600,17.5,-75.6,45,
2002265N10315,LILI,2002,20020928,0900,17.7775,-75.5153,45,
2002265N10315,LILI,2002,20020928,1200,18.1,-75.4,45,
2002265N10315,LILI,2002,20020928,1500,18.3225,-75.5049,45,
2002265N10315,LILI,2002,20020928,1800,18.5,-75.7,45,
2002265N10315,LILI,2002,20020928,2100,18.6799,-75.87,45,
2002265N10315,LILI,2002,20020929,0000,18.8,-76.1,45,
2002265N10315,LILI,2002,20020929,0300,18.8302,-76.4501,42,
2002265N10315,LILI,2002,20020929,0600,18.8,-76.8,40,
2002265N10315,LILI,2002,20020929,0900,18.7499,-77.0225,42,
2002265N10315,LILI,2002,20020929,1200,18.7,-77.2,45,
2002265N10315,LILI,2002,20020929,1500,18.67,-77.3926,47,
2002265N10315,LILI,2002,20020929,1800,18.7,-77.6,50,
2002265N10315,LILI,2002,20020929,2100,18.8425,-77.8349,52,
2002265N10315,LILI,2002,20020930,0000,19,-78.1,55,
2002265N10315,LILI,2002,20020930,0300,19.0349,-78.3703,57,
2002265N10315,LILI,2002,20020930,0600,19.1,-78.7,60,
2002265N10315,LILI,2002,20020930,0900,19.3476,-79.1652,62,
2002265N10315,LILI,2002,20020930,1200,19.6,-79.6,65,
2002265N10315,LILI,2002,20020930,1400,19.7,-79.8,65,
2002265N10315,LILI,2002,20020930,1500,19.7641,-79.9141,65,
2002265N10315,LILI,2002,20020930,1800,20,-80.3,65,
2002265N10315,LILI,2002,20020930,2100,20.2452,-80.6743,67,
2002265N10315,LILI,2002,20021001,0000,20.5,-81.1,70,
2002265N10315,LILI,2002,20021001,0300,20.7616,-81.6395,72,
2002265N10315,LILI,2002,20021001,0600,21,-82.2,75,
2002265N10315,LILI,2002,20021001,0900,21.0151,-82.6576,83,
2002265N10315,LILI,2002,20021001,1100,21.3,-83,90,
2002265N10315,LILI,2002,20021001,1200,21.6,-83.2,90,
2002265N10315,LILI,2002,20021001,1400,22.1,-84,90,
2002265N10315,LILI,2002,20021001,1500,22.242,-84.2088,90,
2002265N10315,LILI,2002,20021001,1800,22.4,-84.4,90,
2002265N10315,LILI,2002,20021001,2100,22.6864,-84.9719,90,
2002265N10315,LILI,2002,20021002,0000,23,-85.7,90,
2002265N10315,LILI,2002,20021002,0300,23.2852,-86.4652,95,
2002265N10315,LILI,2002,20021002,0600,23.6,-87.2,100,
2002265N10315,LILI,2002,20021002,0900,23.9694,-87.7731,105,
2002265N10315,LILI,2002,20021002,1200,24.4,-88.3,110,
2002265N10315,LILI,2002,20021002,1500,24.847,-88.907,115,
2002265N10315,LILI,2002,20021002,1800,25.4,-89.5,120,
2002265N10315,LILI,2002,20021002,2013,25.9,-89.9,125,
2002265N10315,LILI,2002,20021002,2100,26.0683,-90.0011,125,
2002265N10315,LILI,2002,20021003,0000,26.7,-90.3,125,
2002265N10315,LILI,2002,20021003,0300,27.4093,-90.8338,115,
2002265N10315,LILI,2002,20021003,0600,28.1,-91.4,105,
2002265N10315,LILI,2002,20021003,0900,28.5733,-91.7886,92,
2002265N10315,LILI,2002,20021003,1200,29.2,-92.1,80,
2002265N10315,LILI,2002,20021003,1300,29.5,-92.2,80,
2002265N10315,LILI,2002,20021003,1500,29.9634,-92.3425,72,
2002265N10315,LILI,2002,20021003,1800,30.5,-92.4,60,
2002265N10315,LILI,2002,20021003,2100,31.1688,-92.3235,50,
2002265N10315,LILI,2002,20021004,0000,31.9,-92.1,40,
2002265N10315,LILI,2002,20021004,0300,32.6321,-91.8301,35,
2002265N10315,LILI,2002,20021004,0600,33.5,-91.4,30,
2002265N10315,LILI,2002,20021004,0900,34.5863,-90.7661,27,
2002265N10315,LILI,2002,20021004,1200,35.8,-90,25,
2003108N29294,ANA,2003,20030418,0000,29.1,-66.2,30,
2003108N29294,ANA,2003,20030418,0300,29.495,-66.1172,30,
2003108N29294,ANA,2003,20030418,0600,29.9,-66,30,
2003108N29294,ANA,2003,20030418,0900,30.3275,-65.8482,30,
2003108N29294,ANA,2003,20030418,1200,30.8,-65.8,30,
2003108N29294,ANA,2003,20030418,1500,31.3351,-65.9895,30,
2003108N29294,ANA,2003,20030418,1800,31.9,-66.3,30,
2003108N29294,ANA,2003,20030418,2100,32.4724,-66.5851,30,
2003108N29294,ANA,2003,20030419,0000,33,-66.9,30,
2003108N29294,ANA,2003,20030419,0300,33.4297,-67.2206,32,
2003108N29294,ANA,2003,20030419,0600,33.8,-67.6,35,
2003108N29294,ANA,2003,20030419,0900,34.2254,-68.114,35,
2003108N29294,ANA,2003,20030419,1200,34.5,-68.6,35,
2003108N29294,ANA,2003,20030419,1500,34.5048,-68.9335,35,
2003108N29294,ANA,2003,20030419,1800,34.3,-69.1,35,
2003108N29294,ANA,2003,20030419,2100,34.0024,-69.0947,37,
2003108N29294,ANA,2003,20030420,0000,33.6,-69,40,
2003108N29294,ANA,2003,20030420,0300,33.1498,-68.9956,40,
2003108N29294,ANA,2003,20030420,0600,32.7,-68.9,40,
2003108N29294,ANA,2003,20030420,0900,32.305,-68.6096,42,
2003108N29294,ANA,2003,20030420,1200,32,-68.2,45,
2003108N29294,ANA,2003,20030420,1500,31.82,-67.7654,45,
2003108N29294,ANA,2003,20030420,1800,31.7,-67.3,45,
2003108N29294,ANA,2003,20030420,2100,31.5875,-66.8279,47,
2003108N29294,ANA,2003,20030421,0000,31.4,-66.4,50,
2003108N29294,ANA,2003,20030421,0300,31.022,-66.1077,50,
2003108N29294,ANA,2003,20030421,0600,30.6,-65.8,50,
2003108N29294,ANA,2003,20030421,0900,30.2843,-65.3831,50,
2003108N29294,ANA,2003,20030421,1200,30,-64.8,50,
2003108N29294,ANA,2003,20030421,1500,29.6555,-63.9938,50,
2003108N29294,ANA,2003,20030421,1800,29.4,-63.1,50,
2003108N29294,ANA,2003,20030421,2100,29.3472,-62.2785,50,
2003108N29294,ANA,2003,20030422,0000,29.4,-61.5,50,
2003108N29294,ANA,2003,20030422,0300,29.4416,-60.8001,50,
2003108N29294,ANA,2003,20030422,0600,29.5,-60.1,50,
2003108N29294,ANA,2003,20030422,0900,29.5493,-59.3374,47,
2003108N29294,ANA,2003,20030422,1200,29.6,-58.5,45,
2003108N29294,ANA,2003,20030422,1500,29.6348,-57.572,45,
2003108N29294,ANA,2003,20030422,1800,29.7,-56.6,45,
2003108N29294,ANA,2003,20030422,2100,29.8121,-55.6346,42,
2003108N29294,ANA,2003,20030423,0000,30,-54.7,40,
2003108N29294,ANA,2003,20030423,0300,30.2619,-53.8198,40,
2003108N29294,ANA,2003,20030423,0600,30.6,-53,40,
2003108N29294,ANA,2003,20030423,0900,31.0075,-52.1906,40,
2003108N29294,ANA,2003,20030423,1200,31.4,-51.5,40,
2003108N29294,ANA,2003,20030423,1500,31.6942,-51.0117,37,
2003108N29294,ANA,2003,20030423,1800,31.9,-50.6,35,
2003108N29294,ANA,2003,20030423,2100,32.045,-50.0999,35,
2003108N29294,ANA,2003,20030424,0000,32.1,-49.6,35,
2003108N29294,ANA,2003,20030424,0300,32.0798,-49.1423,35,
2003108N29294,ANA,2003,20030424,0600,32,-48.7,35,
2003108N29294,ANA,2003,20030424,0900,31.9146,-48.2727,35,
2003108N29294,ANA,2003,20030424,1200,31.8,-47.8,35,
2003108N29294,ANA,2003,20030424,1500,31.635,-47.222,35,
2003108N29294,ANA,2003,20030424,1800,31.5,-46.6,35,
2003108N29294,ANA,2003,20030424,2100,31.4697,-46.0003,35,
2003108N29294,ANA,2003,20030425,0000,31.5,-45.4,35,
2003108N29294,ANA,2003,20030425,0300,31.5423,-44.7926,35,
2003108N29294,ANA,2003,20030425,0600,31.6,-44.2,35,
2003108N29294,ANA,2003,20030425,0900,31.6498,-43.6349,32,
2003108N29294,ANA,2003,20030425,1200,31.7,-43.1,30,
2003108N29294,ANA,2003,20030425,1500,31.7494,-42.6149,30,
2003108N29294,ANA,2003,20030425,1800,31.8,-42.1,30,
2003108N29294,ANA,2003,20030425,2100,31.8258,-41.554,30,
2003108N29294,ANA,2003,20030426,0000,31.9,-40.8,30,
2003108N29294,ANA,2003,20030426,0300,32.0624,-39.712,32,
2003108N29294,ANA,2003,20030426,0600,32.3,-38.4,35,
2003108N29294,ANA,2003,20030426,0900,32.5769,-37.0295,35,
2003108N29294,ANA,2003,20030426,1200,32.9,-35.6,35,
2003108N29294,ANA,2003,20030426,1500,33.2313,-34.2579,37,
2003108N29294,ANA,2003,20030426,1800,33.6,-32.8,40,
2003108N29294,ANA,2003,20030426,2100,33.9855,-31.0441,40,
2003108N29294,ANA,2003,20030427,0000,34.4,-29.2,40,
2003108N29294,ANA,2003,20030427,0300,34.847,-27.4839,40,
2003108N29294,ANA,2003,20030427,0600,35.3,-25.8,40,
2003108N29294,ANA,2003,20030427,0900,35.7176,-24.108,40,
2003108N29294,ANA,2003,20030427,1200,36.1,-22.4,40,
2003179N20271,BILL,2003,20030628,0600,19.5,-89,20,
2003179N20271,BILL,2003,20030628,0900,19.7801,-89.1772,20,
2003179N20271,BILL,2003,20030628,1200,20,-89.3,20,
2003179N20271,BILL,2003,20030628,1500,20.1349,-89.3427,20,
2003179N20271,BILL,2003,20030628,1800,20.3,-89.4,20,
2003179N20271,BILL,2003,20030628,2100,20.5976,-89.5923,20,
2003179N20271,BILL,2003,20030629,0000,21,-89.8,20,
2003179N20271,BILL,2003,20030629,0300,21.4474,-89.893,25,
2003179N20271,BILL,2003,20030629,0600,22,-90,30,
2003179N20271,BILL,2003,20030629,0900,22.685,-90.2199,32,
2003179N20271,BILL,2003,20030629,1200,23.4,-90.5,35,
2003179N20271,BILL,2003,20030629,1500,24.0076,-90.8224,37,
2003179N20271,BILL,2003,20030629,1800,24.6,-91.1,40,
2003179N20271,BILL,2003,20030629,2100,25.2499,-91.2305,42,
2003179N20271,BILL,2003,20030630,0000,25.9,-91.3,45,
2003179N20271,BILL,2003,20030630,0300,26.515,-91.4149,45,
2003179N20271,BILL,2003,20030630,0600,27.1,-91.5,45,
2003179N20271,BILL,2003,20030630,0900,27.6724,-91.5522,47,
2003179N20271,BILL,2003,20030630,1200,28.2,-91.5,50,
2003179N20271,BILL,2003,20030630,1500,28.6217,-91.213,50,
2003179N20271,BILL,2003,20030630,1800,29.1,-91,50,
2003179N20271,BILL,2003,20030630,1900,29.3,-91,50,
2003179N20271,BILL,2003,20030630,2100,29.7304,-90.8254,48,
2003179N20271,BILL,2003,20030701,0000,30.4,-90.3,45,
2003179N20271,BILL,2003,20030701,0300,31.0172,-89.8056,37,
2003179N20271,BILL,2003,20030701,0600,31.6,-89.3,30,
2003179N20271,BILL,2003,20030701,0900,32.1718,-88.8788,27,
2003179N20271,BILL,2003,20030701,1200,32.7,-88.4,25,
2003179N20271,BILL,2003,20030701,1500,33.1956,-87.7082,22,
2003179N20271,BILL,2003,20030701,1800,33.6,-87,20,
2003179N20271,BILL,2003,20030701,2100,33.8488,-86.5052,20,
2003179N20271,BILL,2003,20030702,0000,34.1,-86,20,
2003179N20271,BILL,2003,20030702,0300,34.5433,-85.2515,20,
2003179N20271,BILL,2003,20030702,0600,35,-84.5,20,
2003179N20271,BILL,2003,20030702,0900,35.2987,-83.9977,20,
2003179N20271,BILL,2003,20030702,1200,35.6,-83.5,20,
2003179N20271,BILL,2003,20030702,1500,36.0334,-82.8616,20,
2003179N20271,BILL,2003,20030702,1800,36.5,-82,20,
2003179N20271,BILL,2003,20030702,2100,36.9215,-80.8403,20,
2003179N20271,BILL,2003,20030703,0000,37.3,-79.5,20,
2003188N11307,CLAUDETTE,2003,20030707,0000,11.1,-53.5,25,
2003188N11307,CLAUDETTE,2003,20030707,0300,11.4353,-54.3623,27,
2003188N11307,CLAUDETTE,2003,20030707,0600,11.8,-55.3,30,
2003188N11307,CLAUDETTE,2003,20030707,0900,12.2073,-56.3625,30,
2003188N11307,CLAUDETTE,2003,20030707,1200,12.6,-57.5,30,
2003188N11307,CLAUDETTE,2003,20030707,1500,12.9222,-58.6503,32,
2003188N11307,CLAUDETTE,2003,20030707,1800,13.2,-59.8,35,
2003188N11307,CLAUDETTE,2003,20030707,2100,13.4713,-60.8628,35,
2003188N11307,CLAUDETTE,2003,20030708,0000,13.7,-62,35,
2003188N11307,CLAUDETTE,2003,20030708,0300,13.8574,-63.3556,37,
2003188N11307,CLAUDETTE,2003,20030708,0600,14,-64.8,40,
2003188N11307,CLAUDETTE,2003,20030708,0900,14.1922,-66.23,40,
2003188N11307,CLAUDETTE,2003,20030708,1200,14.4,-67.6,40,
2003188N11307,CLAUDETTE,2003,20030708,1500,14.6143,-68.8599,42,
2003188N11307,CLAUDETTE,2003,20030708,1800,14.8,-70,45,
2003188N11307,CLAUDETTE,2003,20030708,2100,14.9212,-71.0003,47,
2003188N11307,CLAUDETTE,2003,20030709,0000,15,-72,50,
2003188N11307,CLAUDETTE,2003,20030709,0300,15.0502,-73.1928,55,
2003188N11307,CLAUDETTE,2003,20030709,0600,15.1,-74.4,60,
2003188N11307,CLAUDETTE,2003,20030709,0900,15.1692,-75.4728,57,
2003188N11307,CLAUDETTE,2003,20030709,1200,15.3,-76.5,55,
2003188N11307,CLAUDETTE,2003,20030709,1500,15.5424,-77.5796,55,
2003188N11307,CLAUDETTE,2003,20030709,1800,15.8,-78.6,55,
2003188N11307,CLAUDETTE,2003,20030709,2100,15.9495,-79.503,55,
2003188N11307,CLAUDETTE,2003,20030710,0000,16.1,-80.3,55,
2003188N11307,CLAUDETTE,2003,20030710,0300,16.3047,-81.0452,55,
2003188N11307,CLAUDETTE,2003,20030710,0600,16.6,-81.7,55,
2003188N11307,CLAUDETTE,2003,20030710,0900,17.0045,-82.2579,62,
2003188N11307,CLAUDETTE,2003,20030710,1200,17.5,-82.8,70,
2003188N11307,CLAUDETTE,2003,20030710,1500,18.0349,-83.4277,62,
2003188N11307,CLAUDETTE,2003,20030710,1800,18.6,-84.1,55,
2003188N11307,CLAUDETTE,2003,20030710,2100,19.1802,-84.8371,52,
2003188N11307,CLAUDETTE,2003,20030711,0000,19.7,-85.5,50,
2003188N11307,CLAUDETTE,2003,20030711,0300,20.087,-85.9342,50,
2003188N11307,CLAUDETTE,2003,20030711,0600,20.4,-86.3,50,
2003188N11307,CLAUDETTE,2003,20030711,0900,20.6817,-86.7483,50,
2003188N11307,CLAUDETTE,2003,20030711,1000,20.8,-86.9,50,
2003188N11307,CLAUDETTE,2003,20030711,1200,21.1,-87.2,50,
2003188N11307,CLAUDETTE,2003,20030711,1500,21.4668,-87.6887,47,
2003188N11307,CLAUDETTE,2003,20030711,1800,21.8,-88.2,45,
2003188N11307,CLAUDETTE,2003,20030711,2100,22.1998,-88.7001,45,
2003188N11307,CLAUDETTE,2003,20030712,0000,22.6,-89.2,45,
2003188N11307,CLAUDETTE,2003,20030712,0300,22.9651,-89.7375,45,
2003188N11307,CLAUDETTE,2003,20030712,0600,23.3,-90.2,45,
2003188N11307,CLAUDETTE,2003,20030712,0900,23.5998,-90.5103,45,
2003188N11307,CLAUDETTE,2003,20030712,1200,23.9,-90.7,45,
2003188N11307,CLAUDETTE,2003,20030712,1500,24.2723,-90.7928,45,
2003188N11307,CLAUDETTE,2003,20030712,1800,24.6,-90.9,45,
2003188N11307,CLAUDETTE,2003,20030712,2100,24.8027,-91.1849,45,
2003188N11307,CLAUDETTE,2003,20030713,0000,24.9,-91.5,45,
2003188N11307,CLAUDETTE,2003,20030713,0300,24.9075,-91.7302,45,
2003188N11307,CLAUDETTE,2003,20030713,0600,24.9,-91.9,45,
2003188N11307,CLAUDETTE,2003,20030713,0900,24.985,-92.0225,47,
2003188N11307,CLAUDETTE,2003,20030713,1200,25.1,-92.1,50,
2003188N11307,CLAUDETTE,2003,20030713,1500,25.1925,-92.165,50,
2003188N11307,CLAUDETTE,2003,20030713,1800,25.3,-92.2,50,
2003188N11307,CLAUDETTE,2003,20030713,2100,25.435,-92.2001,52,
2003188N11307,CLAUDETTE,2003,20030714,0000,25.6,-92.2,55,
2003188N11307,CLAUDETTE,2003,20030714,0300,25.77,-92.2276,55,
2003188N11307,CLAUDETTE,2003,20030714,0600,26,-92.3,55,
2003188N11307,CLAUDETTE,2003,20030714,0900,26.335,-92.4275,55,
2003188N11307,CLAUDETTE,2003,20030714,1200,26.7,-92.6,55,
2003188N11307,CLAUDETTE,2003,20030714,1500,27.0224,-92.7776,57,
2003188N11307,CLAUDETTE,2003,20030714,1800,27.3,-93,60,
2003188N11307,CLAUDETTE,2003,20030714,2100,27.5298,-93.2551,60,
